rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
719,THA_1415,THA,(unnamed corridor),1,17.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.4,5.0,97.0,"16.76442,99.93422"
720,MAH_296,MAH,(unnamed),1,15.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.4,5.0,97.0,"20.85055,75.92635"
721,THA_1949,THA,(unnamed corridor),1,11.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.4,5.0,97.0,"16.28086,104.07106"
722,MAH_797,MAH,(unnamed),1,14.9,0,1,,Enforcement + calming (medium cost),2,8.4,9.0,57.0,"18.10528,73.99085"
723,MAH_536,MAH,(unnamed),1,28.5,0,0,,Enforcement + calming (medium cost),2,8.4,9.0,38.0,"16.99081,74.09919"
724,THA_405,THA,(unnamed corridor),1,11.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.4,5.0,97.0,"19.16757,99.56851"
725,THA_139,THA,Chao Khun Thahan Road,2,10.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,8.3,2.0,90.0,"13.75336,100.77023"
726,THA_1195,THA,(unnamed corridor),1,12.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.3,5.0,96.0,"13.65311,99.51167"
727,MAH_702,MAH,Mumbai Goa Highway,1,18.2,0,1,,Enforcement + calming (medium cost),2,8.2,9.0,49.0,"17.79163,73.41366"
728,THA_1996,THA,(unnamed corridor),1,15.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.2,5.0,95.0,"17.02977,104.60277"
729,MAH_421,MAH,(unnamed),1,22.3,0,1,,Enforcement + calming (medium cost),2,8.2,9.0,54.0,"18.14323,75.74321"
730,THA_222,THA,Phahon Yothin Road,1,11.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.2,5.0,98.0,"15.31786,100.57740"
731,THA_1750,THA,(unnamed corridor),1,12.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.2,5.0,96.0,"13.64984,102.31129"
732,THA_1849,THA,(unnamed corridor),1,11.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.1,5.0,96.0,"17.76630,103.27765"
733,THA_751,THA,Lat Phrao Road,1,10.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,8.1,5.0,82.0,"13.78745,100.60685"
734,THA_1399,THA,(unnamed corridor),1,12.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.1,5.0,97.0,"14.63808,99.92764"
735,THA_1890,THA,(unnamed corridor),1,18.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.1,5.0,96.0,"16.01393,103.48196"
736,MAH_48,MAH,(unnamed),1,37.4,0,1,,Physical protection: footways/crossings/separation (high cost),4,8.1,5.0,85.0,"20.69349,77.32225"
737,THA_320,THA,Ngam Wong Wan Road,7,9.8,6,1,,Physical protection: footways/crossings/separation (high cost),4,8.1,1.0,91.0,"13.84781,100.56103"
738,THA_1534,THA,(unnamed corridor),1,14.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,5.0,97.0,"15.96688,100.32823"
739,THA_338,THA,(unnamed corridor),1,14.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,4.0,97.0,"15.24554,98.43249"
740,THA_1952,THA,(unnamed corridor),1,19.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,4.0,96.0,"17.52858,104.16807"
741,MAH_386,MAH,(unnamed),1,13.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,4.0,92.0,"20.27099,75.71491"
742,THA_207,THA,Phahon Yothin Road,2,8.8,2,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,2.0,95.0,"18.28261,99.50126"
743,THA_257,THA,Highway 1107,1,19.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,8.0,4.0,94.0,"16.97628,99.08425"
744,MAH_594,MAH,(unnamed),1,15.3,0,1,,Enforcement + calming (medium cost),2,8.0,9.0,63.0,"21.08460,80.02230"
745,THA_1234,THA,(unnamed corridor),1,12.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,4.0,97.0,"16.11870,99.82959"
746,THA_1618,THA,(unnamed corridor),1,13.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,4.0,97.0,"15.13500,100.86102"
747,THA_191,THA,Charot Withi Thong Road,2,10.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,2.0,97.0,"17.16227,99.85893"
748,THA_974,THA,Phetkasem Road,2,8.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,2.0,98.0,"11.71596,99.72062"
749,MAH_572,MAH,(unnamed),1,13.8,1,0,,Enforcement + calming (medium cost),2,7.9,9.0,70.0,"17.74217,75.15553"
750,MAH_770,MAH,(unnamed),1,14.3,0,1,,Enforcement + calming (medium cost),2,7.9,9.0,58.0,"19.77657,74.07994"
751,MAH_805,MAH,Katraj - Dehu Road Bypass,2,8.7,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,2.0,91.0,"18.62875,73.74309"
752,THA_1973,THA,(unnamed corridor),1,16.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,4.0,94.0,"17.69863,104.28418"
753,THA_1280,THA,(unnamed corridor),1,10.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,4.0,96.0,"12.91887,99.70111"
754,THA_1746,THA,(unnamed corridor),1,11.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.9,4.0,95.0,"13.00307,102.32316"
755,THA_211,THA,Phahon Yothin Road,3,10.5,3,0,,Enforcement + calming (medium cost),4,7.9,2.0,93.0,"19.66707,99.73180"
756,THA_882,THA,Phutthamonthon Sai 1 Road,6,12.1,5,1,,Physical protection: footways/crossings/separation (high cost),4,7.8,1.0,91.0,"13.75239,100.42729"
757,THA_1278,THA,(unnamed corridor),1,18.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,4.0,97.0,"14.71760,99.69161"
758,THA_1413,THA,(unnamed corridor),1,14.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,4.0,96.0,"16.12607,99.98562"
759,THA_933,THA,Mae Rim Bypass road,2,10.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,2.0,96.0,"18.91626,98.97058"
760,MAH_725,MAH,(unnamed),1,14.8,0,0,,Re-set limit / signs (low cost),1,7.8,18.0,57.0,"17.93453,73.83316"
761,THA_1768,THA,(unnamed corridor),1,12.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,4.0,95.0,"15.79638,102.52012"
762,THA_1011,THA,Ratchaphruek-Nonthaburi 1 Road,1,8.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,4.0,95.0,"13.84640,100.46392"
763,THA_1380,THA,(unnamed corridor),1,11.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.8,4.0,96.0,"16.62582,99.89285"
764,MAH_559,MAH,(unnamed),1,13.7,0,1,,Re-set limit / signs (low cost),1,7.7,17.0,70.0,"19.87646,79.34370"
765,THA_278,THA,Ramkhamhaeng Road,3,9.5,2,1,,Physical protection: footways/crossings/separation (high cost),4,7.7,1.0,91.0,"13.75858,100.62152"
766,THA_402,THA,(unnamed corridor),1,9.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.7,4.0,96.0,"19.52661,99.48386"
767,MAH_526,MAH,(unnamed),1,27.4,0,0,,Enforcement + calming (medium cost),2,7.7,9.0,36.0,"17.00037,74.48479"
768,MAH_504,MAH,(unnamed),1,11.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.7,4.0,89.0,"16.37799,73.73790"
769,THA_2021,THA,(unnamed corridor),1,17.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.7,4.0,95.0,"15.71657,104.96466"
770,THA_324,THA,Asian Highway,2,9.4,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.7,2.0,97.0,"8.16774,99.64963"
771,THA_12,THA,Chiang Mai-Fang Road,1,9.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.6,4.0,97.0,"19.19619,98.96063"
772,MAH_100,MAH,(unnamed),1,32.3,0,1,,Re-set limit / signs (low cost),1,7.6,17.0,70.0,"20.75606,75.94944"
773,MAH_294,MAH,Maharashtra State Highway 91,1,14.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.6,4.0,92.0,"18.30105,73.18610"
774,MAH_554,MAH,(unnamed),1,14.7,0,1,,Enforcement + calming (medium cost),2,7.6,8.0,65.0,"18.56259,76.51933"
775,THA_1995,THA,(unnamed corridor),1,12.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.6,4.0,97.0,"17.06493,104.57137"
776,MAH_230,MAH,(unnamed),1,17.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,4.0,89.0,"19.76849,73.97409"
777,THA_684,THA,(unnamed corridor),1,9.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,4.0,98.0,"14.88623,103.25570"
778,MAH_398,MAH,(unnamed),1,12.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,4.0,91.0,"16.67544,74.31299"
779,THA_1966,THA,(unnamed corridor),1,10.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,4.0,97.0,"15.29546,104.14417"
780,THA_484,THA,(unnamed corridor),1,9.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,4.0,98.0,"14.55830,99.99545"
781,THA_33,THA,Phraya Trang Road,2,11.3,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.5,2.0,93.0,"12.62051,102.07600"
782,MAH_675,MAH,(unnamed),1,12.7,1,0,,Enforcement + calming (medium cost),2,7.5,8.0,66.0,"21.10769,74.79479"
783,THA_1359,THA,(unnamed corridor),1,14.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,4.0,93.0,"6.93965,99.83043"
784,THA_1204,THA,(unnamed corridor),1,9.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,4.0,97.0,"8.34890,99.48370"
785,THA_1809,THA,(unnamed corridor),1,13.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,4.0,95.0,"17.52485,103.00307"
786,THA_610,THA,(unnamed corridor),1,11.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,4.0,97.0,"6.63908,101.17845"
787,THA_619,THA,(unnamed corridor),1,8.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,4.0,97.0,"12.90825,101.31628"
788,THA_276,THA,Lampang Bypass Road,2,9.8,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.4,2.0,98.0,"18.25172,99.52146"
789,THA_1687,THA,(unnamed corridor),1,10.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,97.0,"12.91661,101.48606"
790,THA_1742,THA,(unnamed corridor),1,16.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,94.0,"18.00436,102.24284"
791,THA_1448,THA,(unnamed corridor),1,11.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,94.0,"14.85873,100.06503"
792,THA_618,THA,(unnamed corridor),1,8.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,97.0,"12.90825,101.31615"
793,THA_1997,THA,(unnamed corridor),1,12.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,93.0,"16.88809,104.53984"
794,THA_1177,THA,(unnamed corridor),1,12.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,97.0,"16.09156,99.45886"
795,MAH_659,MAH,(unnamed),1,12.9,0,1,,Enforcement + calming (medium cost),2,7.3,8.0,64.0,"17.63437,76.01015"
796,MAH_497,MAH,(unnamed),1,13.2,1,0,,Enforcement + calming (medium cost),2,7.3,8.0,74.0,"19.48941,77.41697"
797,THA_646,THA,(unnamed corridor),1,10.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,96.0,"15.65286,102.36607"
798,MAH_70,MAH,(unnamed),1,33.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,7.3,4.0,75.0,"19.49552,74.08195"
799,THA_488,THA,(unnamed corridor),1,9.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,98.0,"14.55830,99.99560"
800,THA_151,THA,Chiang Mai-Chiang Rai Road,2,9.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,2.0,96.0,"19.61548,99.51145"
801,MAH_355,MAH,Akluj Malshiras Road,1,12.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,95.0,"17.87693,74.95877"
802,MAH_237,MAH,(unnamed),1,24.5,0,1,,Enforcement + calming (medium cost),2,7.2,8.0,59.0,"20.16223,75.72570"
803,MAH_267,MAH,(unnamed),1,24.8,0,1,,Enforcement + calming (medium cost),2,7.2,8.0,54.0,"21.09071,74.45013"
804,THA_2028,THA,(unnamed corridor),1,16.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,97.0,"16.06291,105.11120"
805,THA_1956,THA,(unnamed corridor),1,11.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,97.0,"15.19935,104.11672"
806,THA_512,THA,(unnamed corridor),1,8.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,97.0,"6.76223,100.07253"
807,MAH_719,MAH,Nashik - Pune Road,2,14.2,0,2,,Enforcement + calming (medium cost),2,7.2,4.0,55.0,"19.22189,74.12592"
808,MAH_569,MAH,Amboli Gadhinglaj Road,1,9.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.2,4.0,92.0,"16.15211,74.22668"
809,MAH_365,MAH,Vijapur Road,3,16.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,7.2,2.0,63.0,"17.61188,75.89329"
810,MAH_346,MAH,(unnamed),1,22.4,0,1,,Enforcement + calming (medium cost),2,7.1,8.0,52.0,"19.96471,75.87334"
811,MAH_501,MAH,Hathkambe Ratnagiri Road; Mumbai Ratnagiri Highway,1,12.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,7.1,4.0,75.0,"17.00845,73.37957"
812,THA_1648,THA,(unnamed corridor),1,9.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.1,4.0,97.0,"16.83533,101.17760"
813,MAH_605,MAH,(unnamed),1,14.5,0,1,,Enforcement + calming (medium cost),2,7.1,8.0,58.0,"19.36917,77.39248"
814,THA_1925,THA,(unnamed corridor),1,13.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.1,4.0,95.0,"15.24371,103.82726"
815,MAH_616,MAH,(unnamed),1,13.0,0,1,,Enforcement + calming (medium cost),2,7.1,8.0,65.0,"17.59646,75.60311"
816,THA_1967,THA,(unnamed corridor),1,9.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,97.0,"15.20883,104.14690"
817,THA_1349,THA,(unnamed corridor),1,11.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,97.0,"14.11847,99.87091"
818,MAH_193,MAH,vaijapur rod,1,16.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,96.0,"20.18396,75.06598"
819,THA_958,THA,Phetkasem Road,1,10.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,95.0,"9.69938,98.57897"
820,MAH_722,MAH,(unnamed),1,12.8,0,1,,Enforcement + calming (medium cost),2,7.0,8.0,59.0,"20.15020,73.97671"
821,MAH_556,MAH,(unnamed),1,33.6,0,0,,Re-set limit / signs (low cost),1,7.0,16.0,26.0,"20.33024,79.99119"
822,THA_1889,THA,(unnamed corridor),1,9.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,97.0,"16.28796,103.54002"
823,THA_900,THA,Sun Silpachip Road,3,13.2,3,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,1.0,93.0,"14.19574,100.54563"
824,MAH_773,MAH,Nashik Pune Highway,2,10.9,0,1,,Physical protection: footways/crossings/separation (high cost),4,7.0,5.0,67.0,"19.97187,73.81626"
825,THA_2008,THA,(unnamed corridor),1,12.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,7.0,4.0,96.0,"15.05582,104.61678"
826,MAH_188,MAH,(unnamed),1,21.6,0,1,,Physical protection: footways/crossings/separation (high cost),4,6.9,4.0,72.0,"17.52596,74.05686"
827,THA_1678,THA,(unnamed corridor),1,15.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.9,4.0,93.0,"15.84067,101.37698"
828,THA_1918,THA,(unnamed corridor),1,10.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.9,4.0,95.0,"17.90744,103.88454"
829,THA_1741,THA,(unnamed corridor),1,12.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.9,4.0,96.0,"15.83517,102.22233"
830,THA_944,THA,Old Phahon Yothin Road,4,18.6,3,1,,Physical protection: footways/crossings/separation (high cost),4,6.9,1.0,94.0,"16.73914,99.23895"
831,THA_1455,THA,(unnamed corridor),1,9.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.9,4.0,98.0,"6.84961,100.05986"
832,THA_1418,THA,(unnamed corridor),1,9.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,96.0,"14.51325,99.96906"
833,THA_1598,THA,(unnamed corridor),1,14.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,97.0,"15.22837,100.76641"
834,THA_325,THA,Asian Highway,2,9.7,2,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,2.0,98.0,"8.62986,99.35185"
835,THA_1782,THA,(unnamed corridor),1,9.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,97.0,"15.78466,102.69863"
836,THA_1883,THA,(unnamed corridor),1,9.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,98.0,"16.31480,103.45686"
837,THA_808,THA,Sathitnimankan Road,1,9.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,97.0,"15.20299,104.90544"
838,THA_2039,THA,Thinanon Road,1,9.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.8,4.0,96.0,"16.62952,103.70492"
839,MAH_443,MAH,Malkapur Buldana Road,1,24.5,0,0,,Re-set limit / signs (low cost),1,6.8,15.0,40.0,"20.78050,76.20676"
840,MAH_756,MAH,Agra Mumbai Road,1,7.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,96.0,"19.60786,73.40401"
841,THA_224,THA,Phahon Yothin Road,2,7.7,2,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,2.0,90.0,"13.85694,100.58573"
842,THA_1867,THA,(unnamed corridor),1,9.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,97.0,"15.93321,103.33658"
843,THA_2020,THA,(unnamed corridor),1,14.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,95.0,"15.83367,104.94743"
844,MAH_535,MAH,(unnamed),1,8.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,97.0,"21.03568,75.73442"
845,THA_172,THA,Mukdahan Bypass Road,2,16.1,2,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,2.0,96.0,"16.55706,104.69498"
846,THA_1666,THA,(unnamed corridor),1,25.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,94.0,"16.84261,101.31442"
847,MAH_246,MAH,(unnamed),1,24.2,0,1,,Enforcement + calming (medium cost),2,6.7,8.0,55.0,"20.19360,75.98784"
848,MAH_525,MAH,(unnamed),1,8.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,97.0,"21.03555,75.73436"
849,THA_1917,THA,(unnamed corridor),1,19.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.7,4.0,94.0,"17.56303,103.90003"
850,MAH_767,MAH,(unnamed),1,13.4,0,1,,Enforcement + calming (medium cost),2,6.7,7.0,52.0,"19.29976,74.16997"
851,THA_1118,THA,(unnamed corridor),1,11.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.6,4.0,90.0,"18.69122,99.15498"
852,MAH_755,MAH,Mumbai Agra Road,1,7.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.6,4.0,95.0,"19.60861,73.40444"
853,THA_1362,THA,(unnamed corridor),1,13.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.6,4.0,94.0,"8.59813,99.86553"
854,MAH_338,MAH,(unnamed),1,14.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,6.6,4.0,76.0,"20.94618,77.85879"
855,MAH_603,MAH,(unnamed),1,14.5,0,1,,Enforcement + calming (medium cost),2,6.6,7.0,54.0,"19.36922,77.39240"
856,MAH_298,MAH,(unnamed),1,12.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.5,4.0,92.0,"20.61759,79.90712"
857,THA_1265,THA,(unnamed corridor),1,12.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.5,4.0,96.0,"7.29006,99.62448"
858,THA_1045,THA,Kheha Bang Phli Road,1,8.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.5,4.0,90.0,"13.56104,100.79266"
859,THA_2048,THA,Taksin Road,1,7.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,6.5,4.0,95.0,"12.62166,102.08128"
860,MAH_596,MAH,(unnamed),1,12.2,0,1,,Enforcement + calming (medium cost),2,6.5,7.0,64.0,"19.82710,75.39020"
